Rank	Taxonpath	Taxon	X01	X02	X03	X04	X05	X06	X07	X08	X09	X10	X65-5-5	X65-5-1	X65-3-3	X65-3-1	X11	X25-I-1	X26-I-1	X27-I-1	X28-I-1	X29-I-1	X25-I-5	X30-II-5	X35-III-5	X40-I-5	X45-II-5	X12	X50-III-5	X75-5-5	X75-5-1	X75-3-3	X75-3-1	X60-5-5	X60-5-1	X60-3-3	X60-3-1	X80-5-5	X13	X80-5-1	X80-3-3	X80-3-1	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X01Pool	X11Pool	X21Pool	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	PCRRep01	PCRRep02	PCRRep03	PCRRep04	PCRRep05	PCRRep06	PCRRep07	PCRRep08	PCRRep09	PCRRep10	X55Pool	X70-5-5	X70-5-1	X70-3-3	X70-3-1	X1264-IV-5	X1274-IV-5	X1285-I-5	X1289-II-5	X1294-III-5	X1299-IV-5	X01_10_isPool	X11_20_isPool	X21_24_isPool	X55_64_isPool	XPCR
class	Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Wallemiomycetes	Wallemiomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;Opisthokonta;Fungi;Glomeromycota;Glomeromycetes	Glomeromycetes	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	1	1	0	1	4	2	2	4	1	1	1	0	3	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	1	0	1	3	2	0	2	1	2	2	1	2	2	0	0	0	0	1	1	0	3	0	2	1	1	0	0	7	8
class	Main genome;Eukaryota;Opisthokonta;Fungi;Blastocladiomycota;Blastocladiomycetes	Blastocladiomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycetes	Chytridiomycetes	11	15	14	16	13	13	18	17	15	18	34	15	22	18	6	19	26	19	22	21	24	29	33	35	38	8	33	51	31	43	32	38	24	33	20	40	9	30	38	33	7	5	12	6	8	7	9	8	3	7	6	13	7	5	15	13	19	20	19	15	20	17	16	17	19	19	17	18	17	22	19	17	16	20	20	31	19	24	18	24	27	36	26	27	26	52	34	17	58	48
class	Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Monoblepharidomycetes	Monoblepharidomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1
class	Main genome;Eukaryota;Opisthokonta;Fungi;Mortirellales phylum incertae sedis;Mortirellales class incertae Sedis	Mortirellales class incertae Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	2	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	2
class	Main genome;Eukaryota;Opisthokonta;Fungi;Neocallimastigomycota;Neocallimastigomycetes	Neocallimastigomycetes	0	0	1	1	0	1	0	0	0	0	3	0	0	1	0	1	4	1	2	1	2	0	2	1	0	0	0	3	1	2	1	1	1	1	3	0	1	1	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	2	2	0	3	5	0	2	2
class	Main genome;Eukaryota;Opisthokonta;Fungi;Zoopagomycotina;Zoopagales class incertae sedis	Zoopagales class incertae sedis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
class	Main genome;Eukaryota;Opisthokonta;Fungi;Mucorales phylum incertae sedis;Mucorales class incertae sedis	Mucorales class incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;Opisthokonta;Fungi;Basidiobolaceae phylum incertae sedis;Basidiobolaceae class incertae sedis	Basidiobolaceae class incertae sedis	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	0	2	0	1	0	0	1	1	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	2	2	2	1	2
class	Main genome;Eukaryota;Opisthokonta;Fungi;Endogonales phylum incertae sedis;Endogonales class incertae sedis	Endogonales class incertae sedis	1	1	1	1	1	1	2	1	1	1	2	1	2	2	0	3	2	1	1	2	4	1	4	1	2	1	3	2	3	2	2	1	1	2	2	4	1	3	4	1	1	1	1	1	1	1	1	0	2	1	0	1	1	2	1	1	1	2	2	1	2	2	1	1	2	2	2	1	1	2	3	2	2	2	1	1	2	1	1	2	2	2	1	3	1	2	1	2	3	4
class	Main genome;Eukaryota;Opisthokonta;Choanomonada;Choanoflagellida;Craspedida	Craspedida	1	2	1	1	3	1	1	2	2	2	4	4	3	3	2	3	3	3	4	3	3	4	3	3	4	0	3	4	4	4	4	2	3	3	2	3	1	5	5	3	2	1	1	0	0	0	0	0	0	0	0	3	1	0	2	4	2	2	4	3	3	2	4	2	3	4	3	4	3	3	4	4	4	1	3	4	2	4	1	4	3	4	2	4	4	5	4	0	6	4
class	Main genome;Eukaryota;Opisthokonta;Choanomonada;Choanoflagellida;Acanthoecida	Acanthoecida	1	0	0	0	0	0	0	2	0	1	1	2	1	1	0	4	3	2	4	1	6	7	2	4	5	2	7	14	9	12	8	5	2	6	3	7	1	11	10	8	0	1	0	0	0	1	1	0	1	0	0	2	0	2	4	0	2	3	1	1	0	3	2	1	3	2	4	3	0	4	3	4	5	0	3	3	0	1	0	2	3	2	3	4	3	3	5	1	11	13
class	Main genome;Eukaryota;Opisthokonta;Choanomonada;Choanoflagellida;Clade L	Clade L	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1
class	Main genome;Eukaryota;Opisthokonta;Cryptomycota Holomycota kingdom incertae sedis;Cryptomycota;LKM11	LKM11	2	1	1	1	3	1	3	2	1	1	2	5	2	2	1	3	4	5	3	3	5	3	3	1	3	1	2	2	6	2	1	1	2	1	2	5	1	2	4	1	2	0	2	0	0	1	2	2	1	1	0	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	1	1	2	1	2	1	2	1	1	3	4	2	1	2	2	4	2	2	2	6	5	4	3	4
class	Main genome;Eukaryota;Opisthokonta;Cryptomycota Holomycota kingdom incertae sedis;Cryptomycota;Rozella class incertae sedis	Rozella class incertae sedis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
class	Main genome;Eukaryota;Opisthokonta;Cryptomycota Holomycota kingdom incertae sedis;Cryptomycota;Paramicrosporidium class incertae sedis	Paramicrosporidium class incertae sedis	1	1	1	1	1	1	1	2	1	2	2	2	2	1	0	1	2	1	2	1	2	3	1	2	1	0	1	1	1	1	2	1	1	1	2	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	2	2	1	0	1	2	1	1	1	1	1	1	2	1	3	3	1	2	1	1	1	2	2	1	1	2	2	1	3	2
class	Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Abeoformidae;Pirum class incertae sedis	Pirum class incertae sedis	1	2	3	1	3	3	2	2	1	2	1	3	1	1	0	2	1	3	2	0	2	2	1	3	0	1	1	2	1	1	3	2	2	2	2	1	1	2	1	1	2	2	3	0	2	2	0	1	1	2	3	3	1	1	3	3	3	2	1	2	3	1	2	0	1	0	1	1	3	2	2	0	0	1	1	2	1	1	0	1	2	2	3	1	1	3	3	3	3	3
class	Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Abeoformidae;Abeoforma class incertae sedis	Abeoforma class incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
class	Main genome;Eukaryota;Opisthokonta;Discicristoidea Holomycota kingdom incertae sedis;Nucleariida;Nucleariidae class incertae sedis	Nucleariidae class incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
class	Main genome;Eukaryota;Opisthokonta;Mesomycetozoea;Dermocystida phylum incertae sedis;Dermocystida class incertae sedis	Dermocystida class incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	2	2
class	Main genome;Eukaryota;Opisthokonta;Filasterea;Ministeriida;Ministeridae	Ministeridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
class	Main genome;Eukaryota;Opisthokonta;Filasterea;Ministeriida;Capsasporidae	Capsasporidae	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	2	0	1	1	1	0	2	0	0	2	1	0	2	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	4	1	0	2	2
class	Main genome;Eukaryota;Excavata;Discoba;Jakobida;RM1-SGM49	RM1-SGM49	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	1	2	4	3	1	2	2	1	0	3	0	2	4	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	3	1	2	3
class	Main genome;Eukaryota;Excavata;Discoba;Jakobida;Andalucia class incertae sedis	Andalucia class incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;Excavata;Metamonada;Fornicata;Carpediomonas-like organisms	Carpediomonas-like organisms	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	3	0	1	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Tracheophyta;Magnoliophyta	Magnoliophyta	3	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	2	2	1	0	0	1	0	1	0	2	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	2	1	1	0	0	1	2	0	0	0	4	0	0	4	1
class	Main genome;Eukaryota;Archaeplastida;Plantae;Tracheophyta;Pinophyta	Pinophyta	0	0	0	0	0	2	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	2	1	0	4	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	7	2	1	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Tracheophyta;Amb-18S-533	Amb-18S-533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Trebouxiophyceae	Trebouxiophyceae	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	2	1	1	1	2	1	1	0	2	1	1	2	1	1	1	2	0	1	0	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	1	0	2	2	0	0	0	0	1	0	1	1	1	0	1	2	0	3	2
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Ulvophyceae	Ulvophyceae	0	0	0	0	0	0	0	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Mamiellophyceae	Mamiellophyceae	17	19	21	26	23	19	21	22	18	21	27	12	24	24	15	23	25	23	22	20	26	26	23	27	29	6	32	20	22	23	20	21	18	16	15	19	9	20	22	23	7	11	9	8	8	10	5	2	6	8	5	24	11	3	18	11	13	16	10	14	13	11	15	17	13	16	14	14	15	14	14	16	14	16	18	24	23	21	19	27	22	26	24	20	13	39	28	12	32	29
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Prasinophytae	Prasinophytae	14	19	19	18	18	19	21	19	17	17	22	15	20	18	8	19	17	21	17	20	23	22	22	22	21	9	22	18	17	19	18	19	17	17	13	22	9	18	19	19	11	6	10	9	9	3	5	8	6	8	4	20	12	5	13	12	11	12	12	13	13	12	12	12	12	16	12	11	11	12	13	15	11	12	20	21	18	18	18	19	21	18	18	21	18	30	22	12	25	22
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Clade VII	Clade VII	2	2	2	5	2	2	2	3	1	3	3	3	2	3	1	3	2	2	3	3	2	3	3	2	4	1	2	3	2	1	1	2	1	2	2	2	1	2	2	2	2	1	2	0	1	0	2	1	2	0	0	1	1	1	1	2	3	2	1	2	2	2	1	1	1	2	3	2	3	1	2	3	3	1	2	2	4	2	3	1	1	3	2	2	2	5	3	3	3	5
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Nephroselmidophyceae	Nephroselmidophyceae	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0	1	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Clade IX	Clade IX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Streptophyta;Monilophyta	Monilophyta	0	0	0	0	2	1	0	0	0	0	2	2	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	3	1	1	1	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Zygnematophyceae phylum incertae sedis;Zygnematophyceae	Zygnematophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1
class	Main genome;Eukaryota;Archaeplastida;Rhodophyceae;Rhodellophyceae phylum incertae sedis;Rhodellophyceae	Rhodellophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;Archaeplastida;Glaucophyta kingdom incertae sedis;Glaucophyta phylum incertae sedis;Glaucophyta	Glaucophyta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa;Novel Apicomplexa Class 2	Novel Apicomplexa Class 2	5	5	6	6	8	3	5	4	3	5	11	6	7	5	5	12	10	6	6	8	9	8	10	12	9	4	11	11	12	10	13	10	7	11	10	10	2	9	11	9	2	3	4	3	4	1	3	2	1	5	2	9	4	0	6	4	5	7	3	8	6	5	6	4	5	7	6	4	6	7	6	7	6	6	7	9	5	9	6	5	11	12	10	7	10	16	10	5	13	10
class	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa;Novel Apicomplexa Class 1	Novel Apicomplexa Class 1	2	5	3	2	2	6	5	6	5	1	6	4	5	2	0	5	6	2	3	3	8	6	6	7	2	1	7	4	6	4	6	13	5	10	3	2	4	8	1	1	0	4	1	2	2	4	2	1	1	0	1	4	1	2	4	5	6	5	4	8	6	7	5	5	4	5	3	3	4	6	0	4	2	1	5	5	1	4	3	6	3	1	1	2	2	16	12	3	23	13
class	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa;Gregarinasina	Gregarinasina	6	12	9	13	14	8	9	14	12	6	18	11	16	10	4	14	14	12	11	15	25	18	16	20	22	9	25	21	25	20	17	22	14	17	14	15	3	23	13	16	8	6	4	9	5	7	5	12	7	6	9	11	9	10	10	10	19	8	13	13	14	6	12	12	10	10	10	9	9	10	13	12	12	11	15	19	15	17	16	13	23	16	18	12	16	39	27	19	45	21
class	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa;Cryptosporida	Cryptosporida	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	0
class	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa;Coccidia	Coccidia	17	20	26	19	25	18	18	25	18	18	28	21	23	21	11	20	21	23	37	22	35	27	20	40	24	12	27	23	18	20	22	25	18	24	16	27	9	23	23	20	11	10	7	10	5	5	8	12	9	4	11	22	5	3	17	20	14	15	8	16	15	13	11	21	18	19	18	14	19	17	16	13	18	13	17	22	21	23	18	23	24	17	15	14	19	70	40	24	50	39
class	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae	Dinophyceae	41	44	53	43	51	47	49	51	52	42	73	56	66	51	29	53	56	55	53	56	72	65	65	80	79	28	80	84	83	83	79	85	63	77	71	71	29	74	72	76	30	31	35	30	27	23	28	37	40	47	40	67	42	48	40	50	49	50	45	56	51	53	39	40	46	49	51	47	52	50	46	48	58	46	70	75	58	57	56	59	66	68	66	65	63	134	84	72	137	104
class	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Dinoflagellata incertae sedis	Dinoflagellata incertae sedis	1	3	2	3	1	2	2	2	1	3	3	2	3	3	1	2	3	3	2	3	3	3	4	4	7	1	4	3	3	3	3	4	4	4	4	3	2	3	5	4	1	2	1	3	3	4	2	2	3	2	3	3	4	2	2	1	3	4	3	3	3	3	2	3	2	5	4	4	5	3	3	4	4	4	3	3	3	2	3	4	3	3	4	3	5	5	7	4	8	6
class	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Noctilucales class incertae sedis	Noctilucales class incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Spirotrichea	Spirotrichea	12	12	13	12	14	20	11	17	15	13	20	21	23	17	12	31	29	29	34	25	40	40	40	30	37	14	42	83	80	87	79	39	24	34	29	66	22	79	61	71	15	13	14	11	10	17	13	16	15	15	19	22	16	14	17	15	22	23	19	22	21	26	24	27	21	26	24	23	24	29	23	21	27	22	29	22	16	17	14	18	33	48	35	32	37	49	63	31	87	81
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Heterotrichea	Heterotrichea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Oligohymenophorea	Oligohymenophorea	4	5	4	7	4	1	8	4	2	6	6	6	8	3	2	14	13	15	14	14	13	16	12	12	12	7	13	42	29	30	29	12	16	13	8	25	4	33	26	34	6	5	5	6	1	10	6	4	5	5	3	7	6	3	9	8	13	9	9	14	7	12	9	10	10	10	10	7	10	6	11	14	9	7	11	6	5	6	3	6	15	15	12	11	19	17	21	11	34	30
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Prostomatea	Prostomatea	2	2	2	2	2	1	2	3	1	3	3	2	2	2	3	2	2	2	3	1	3	1	3	2	3	3	3	6	5	5	6	3	1	3	3	4	2	5	3	4	1	2	2	2	2	1	2	3	2	3	3	4	3	4	2	3	2	2	3	1	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3	3	3	3	3	1	2	3	3	1	4	4	5	4	4	3
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Colpodea	Colpodea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Phyllopharyngea	Phyllopharyngea	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Nassophorea	Nassophorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;IN2411	IN2411	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1
