Rank	Taxonpath	Taxon	S675S.DA01r3	S07.18SX07	S45.18SX62	S20.18SX20	S676S.DA01r4	S10.18SX10	S23.18SX23	S677S.DA01r5	S770S.DA013III	S186SBLEX2	S44.18SX61	S39.18SX56	S771S.DA013IV	S192SBLPCR	S122S75.79	S688S.DA01	S22.18SX22	S15.18SX15	S126S60.64	S109S65.67	S42.18SX59	S113S27	S687S.DA01	S679S.DA01r7	S768S.DA013I	S115S29	S108S65.69	S38.18SX55	S27.18SX21.24	S02.18SX02	S812S.BLEX14	S686S.DA01	S674S.DA01r2	S680S.DA01r8	S03.18SX03	S112S26	S40.18SX57	S26.18SX11.20	S133S80.82	S46.18SX63	S120S45.49	S118S35.39	S683S.DA01	S13.18SX13	S110S65.67	S128S60.62	S43.18SX60	S678S.DA01r6	S111S25	S123S75.79	S09.18SX09	S18.18SX18	S19.18SX19	S12.18SX12	S119S40.44	S189SMOCK	S189SBLEX4	S06.18SX06	S125S75.77	S767S.DA012IV	S689S.DA01	S17.18SX17	S124S75.77	S129S60.62	S01.18SX01	S127S60.64	S47.18SX64	S121S50.54	S04.18SX04	S25.18SX1.10	S08.18SX08	S21.18SX21	S766S.DA011IV	S107S65.69	S41.18SX58	S11.18SX11	S114S28	S16.18SX16	S682S.DA01r10	S14.18SX14	S732S.BLANK	S813S.BLANK	S769S.DA013II	S681S.DA01r9	S811S.BLEX14	S132S80.82	S48.18SBlank	S116S25.29	S130S80.84	S05.18SX05	S117S30.34	S24.18SX24	S131S80.84	S673S.DA01r1
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade Gran-1	Novel Clade Gran-1	0	0	0	0	0	0	1	2	1	0	1	1	1	0	8	1	0	0	0	0	1	3	2	1	2	2	0	0	0	0	0	1	2	0	0	3	1	0	5	1	2	1	1	0	0	1	0	1	1	5	0	0	0	0	2	0	0	0	5	1	0	0	6	1	1	1	1	3	1	0	0	0	0	1	2	0	2	0	2	0	0	0	1	1	0	6	0	1	7	0	1	0	4	0
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae class incertae sedis	Vampyrellidae class incertae sedis	20	16	21	7	17	12	11	12	19	0	23	19	21	0	36	28	10	10	35	24	15	24	27	16	21	24	17	22	12	24	0	34	12	15	17	20	18	14	23	21	31	27	20	10	25	30	14	17	19	27	20	8	6	14	29	1	0	21	28	17	19	9	31	15	13	24	24	38	21	14	17	10	23	30	14	12	20	8	20	8	0	0	23	20	0	25	1	25	31	21	29	7	35	17
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae class incertae sedis	Cercomonadidae class incertae sedis	8	8	7	1	7	5	4	6	8	0	6	8	8	0	12	10	4	0	14	9	8	8	8	6	7	8	8	7	4	5	0	12	5	5	7	7	4	3	7	6	12	10	12	1	6	12	6	6	8	7	6	2	2	1	13	0	0	7	9	8	9	0	13	11	3	10	7	9	7	8	2	7	8	11	5	2	8	3	5	2	0	0	10	7	0	12	0	10	11	7	12	3	11	6
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida class incertae sedis	Glissomonadida class incertae sedis	0	2	0	0	2	0	0	1	2	0	2	1	2	0	4	3	0	1	5	1	2	1	2	2	3	2	2	0	1	0	0	3	3	1	2	1	2	0	2	2	3	4	2	1	2	3	1	1	1	4	1	0	0	0	3	0	0	1	5	1	1	1	6	1	2	1	0	1	0	2	1	0	3	1	1	0	1	1	3	0	0	0	2	0	0	4	0	2	1	1	5	0	2	0
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Haplosporida	Haplosporida	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	1	2	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Paradiniidae	Paradiniidae	3	3	4	4	3	3	5	4	5	1	6	5	4	0	8	5	2	3	4	3	6	4	4	3	8	4	3	4	3	3	0	5	4	3	4	4	3	3	5	3	5	3	3	4	3	5	3	3	3	7	3	3	3	3	3	1	0	4	5	4	3	4	7	3	3	3	3	6	3	4	4	4	3	3	4	3	4	3	5	4	0	0	5	4	0	7	1	6	6	4	4	2	5	3
class	Main genome;Eukaryota;SAR;Rhizaria;Retaria;RAD A	RAD A	1	1	1	0	3	4	1	3	8	0	4	3	7	0	15	3	2	1	5	1	2	4	2	2	8	8	0	3	3	1	0	3	2	5	1	5	1	2	8	4	8	3	3	1	0	5	6	2	5	12	0	0	2	1	4	0	0	3	14	4	2	1	14	3	0	2	3	7	4	3	2	0	2	4	0	1	6	4	3	0	0	0	6	0	0	12	0	9	11	2	9	1	9	3
class	Main genome;Eukaryota;SAR;Rhizaria;Retaria;Polycystinea	Polycystinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0
class	Main genome;Eukaryota;SAR;Rhizaria;Retaria;AT4-94	AT4-94	1	0	2	1	1	0	1	3	5	0	1	1	3	0	3	2	0	1	3	0	4	3	1	2	2	2	1	1	0	1	0	2	1	3	1	3	1	1	4	2	3	2	3	1	0	2	0	2	2	5	2	1	0	1	3	0	0	0	3	2	1	1	5	5	1	2	1	4	0	1	1	1	1	0	1	0	3	1	1	0	0	0	1	2	0	4	0	5	3	1	1	1	4	2
class	Main genome;Eukaryota;SAR;Rhizaria;Retaria;Acantharia	Acantharia	2	0	1	0	1	0	1	1	1	0	0	1	2	0	1	0	0	0	1	1	0	2	1	1	1	0	1	1	0	0	0	0	2	1	0	1	0	0	1	1	1	2	0	1	0	0	0	1	2	1	1	0	0	1	0	0	0	1	1	0	2	0	2	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	3	2	0	0	0	2	3
class	Main genome;Eukaryota;SAR;Rhizaria;Retaria;RAD B	RAD B	4	0	6	1	7	1	1	6	8	0	5	4	4	1	14	5	0	1	10	1	1	2	2	6	4	4	2	5	1	0	0	7	7	7	2	6	5	3	13	7	7	4	7	3	1	7	4	5	7	9	1	3	2	2	7	0	0	3	10	8	2	2	12	6	0	5	4	11	1	1	1	0	4	3	4	1	7	1	6	1	0	0	5	7	0	13	0	7	12	1	5	2	12	5
class	Main genome;Eukaryota;SAR;Rhizaria;Retaria;RAD C	RAD C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
class	Main genome;Eukaryota;SAR;Stramenopiles;Stramenopiles incertae sedis;Developayella class incertae sedis	Developayella class incertae sedis	0	0	1	0	1	0	0	0	2	0	2	0	2	0	3	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	3	1	0	0	5	0	2	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	1	0	4	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	6	0	0	4	1	2	0	4	0
class	Main genome;Eukaryota;SAR;Stramenopiles;Stramenopiles incertae sedis;Pirsonia class incertae sedis	Pirsonia class incertae sedis	8	4	6	2	7	1	1	9	6	0	4	6	9	0	16	6	2	2	10	5	5	5	5	7	5	5	4	6	3	3	0	7	7	7	3	3	6	1	18	7	4	5	7	5	4	6	8	6	7	16	3	1	4	1	7	1	1	4	13	5	4	2	15	6	2	6	7	7	4	3	2	3	4	6	8	3	7	2	7	2	0	0	7	7	0	17	0	6	16	4	11	3	19	7
class	Main genome;Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3J	MAST-3J	1	0	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	4	0	0	3	1	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	2	1	1	0	5	3	0	2	0	1	1	0	1	0	0	0	1	0	3	0	1	1	0	0	0	1	0	3	0	1	2	0	3	0	8	0
class	Main genome;Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3B	MAST-3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3E	MAST-3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
class	Main genome;Eukaryota;SAR;Stramenopiles;MAST-4;MAST-4D	MAST-4D	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Stramenopiles;MAST-9;MAST-9A	MAST-9A	7	7	7	4	6	8	4	5	8	0	7	5	6	0	8	9	2	2	9	7	6	8	9	7	7	8	6	6	3	8	0	8	6	7	8	8	4	3	8	6	9	9	6	2	8	9	6	6	6	8	7	2	3	2	8	0	0	7	5	9	7	2	7	7	8	7	7	9	7	9	9	2	7	8	5	3	9	3	7	4	0	0	8	7	0	8	0	8	7	8	9	2	8	7
class	Main genome;Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12A	MAST-12A	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	1	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
class	Main genome;Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12C	MAST-12C	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
class	Main genome;Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12B	MAST-12B	2	2	2	1	2	1	2	2	2	0	2	1	2	0	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	0	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	1	1	2	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	0	0	2	2	0	2	1	2	2	1	2	1	2	2
class	Main genome;Eukaryota;SAR;Stramenopiles;MAST-8;MAST-8D	MAST-8D	1	1	1	0	1	0	1	1	1	0	0	0	2	0	1	2	0	0	4	0	0	2	4	1	1	0	1	1	0	0	0	2	1	1	1	0	1	0	2	1	2	2	2	0	1	3	0	0	1	1	0	0	0	0	1	0	0	0	3	0	0	0	3	1	0	2	3	2	1	0	0	0	2	1	1	0	1	0	0	0	0	0	1	3	0	1	0	1	2	0	1	0	3	1
class	Main genome;Eukaryota;SAR;Stramenopiles;MAST-1;MAST-1C	MAST-1C	1	1	1	1	2	2	1	1	1	0	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	0	3	1	1	2	1	1	1	1	1	2	1	1	2	2	3	2	1	1	1	1	1	1	1	2	1	0	2	3	2	2	1	3	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	0	0	3	1	0	1	1	2	2	1	1	1	2	1
class	Main genome;Eukaryota;SAR;Stramenopiles;MAST-1;MAST-1B	MAST-1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes	Labyrinthulomycetes	75	66	87	41	77	64	34	79	97	1	77	78	82	2	173	87	33	40	137	93	68	101	77	83	106	93	65	63	32	74	0	95	78	80	74	107	80	41	133	76	136	104	93	44	66	130	88	78	106	157	68	38	32	44	107	2	1	69	140	101	68	46	162	91	50	94	91	147	64	72	57	35	72	107	80	49	102	39	83	39	1	0	88	71	0	150	2	124	154	68	122	37	161	80
class	Main genome;Eukaryota;SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes	Peronosporomycetes	18	16	16	8	21	16	10	16	23	0	15	21	24	1	29	20	10	10	27	25	18	20	19	15	19	20	13	11	12	15	0	25	16	18	14	18	12	10	26	13	28	24	19	9	15	29	17	15	14	26	13	8	6	8	26	1	1	15	20	20	19	10	27	18	17	20	18	36	19	14	16	11	20	29	15	9	19	10	17	12	0	0	19	19	0	27	1	23	30	22	28	12	26	17
class	Main genome;Eukaryota;SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis	Bicosoecida class incertae sedis	1	1	1	0	1	1	0	1	3	0	1	2	0	0	2	2	1	0	4	2	2	2	0	1	1	3	3	1	0	1	0	2	1	1	2	0	1	0	5	1	3	2	1	0	1	3	3	1	1	2	2	1	0	0	4	0	0	0	3	0	1	0	1	4	0	1	1	3	1	1	1	1	1	2	2	0	2	0	1	0	0	0	2	2	0	5	0	2	5	1	3	0	3	2
class	Main genome;Eukaryota;SAR;Stramenopiles;Placididea phylum incertae sedis;Placididea	Placididea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Stramenopiles;Hyphochytriomycetes phylum incertae sedis;Hyphochytriomycetes	Hyphochytriomycetes	8	7	6	2	12	7	5	6	11	0	10	8	9	0	15	11	2	4	13	9	7	9	13	9	11	8	9	7	6	7	0	10	9	9	9	6	5	3	9	9	16	14	11	3	9	12	7	9	8	13	10	4	2	4	14	0	0	6	13	10	6	2	11	11	4	10	5	16	5	7	9	3	10	14	7	3	8	6	7	3	0	0	7	7	0	12	0	9	13	5	16	3	13	7
class	Main genome;Eukaryota;SAR;Stramenopiles;Phaeophyceae;Laminariales class incertae sedis	Laminariales class incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
class	Main genome;Eukaryota;SAR;Stramenopiles;Phaeophyceae;Ectocarpales class incertae sedis	Ectocarpales class incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Stramenopiles;Phaeophyceae;Desmarestiales class incertae sedis	Desmarestiales class incertae sedis	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Coscinodiscophytina	Coscinodiscophytina	1	1	0	0	4	0	0	1	1	0	1	2	2	0	8	1	0	1	2	1	0	1	0	0	3	0	1	1	0	0	0	2	1	2	0	1	0	0	5	0	3	1	0	0	0	2	3	0	1	7	0	0	0	0	1	0	0	0	4	2	0	1	6	0	0	1	0	2	0	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	7	0	2	4	1	4	0	5	3
class	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;ME-Euk-FW10	ME-Euk-FW10	1	2	3	0	2	2	1	2	1	0	3	3	4	0	5	5	1	2	3	3	3	3	0	1	1	2	2	2	0	5	0	4	1	3	4	4	2	1	2	4	1	1	4	0	4	4	2	0	4	4	3	1	0	0	4	0	0	4	6	2	2	3	3	1	2	1	3	3	3	0	4	1	0	4	1	0	5	1	4	2	0	0	5	2	0	0	0	4	1	4	4	2	4	4
class	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Bacillariophyceae	Bacillariophyceae	5	4	7	3	10	4	3	6	7	2	5	8	10	2	22	4	3	3	11	3	10	8	6	7	9	8	4	6	5	5	0	6	7	8	2	5	8	6	17	8	10	10	9	5	2	12	6	6	6	20	3	2	6	7	8	1	0	5	15	11	4	4	21	10	2	7	6	9	2	5	4	4	3	4	7	4	7	3	5	5	1	0	8	7	0	21	0	7	20	3	7	3	21	9
class	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Mediophyceae	Mediophyceae	10	9	10	8	11	9	7	9	13	0	8	10	10	0	16	7	8	7	12	9	8	10	7	8	13	9	7	10	8	10	0	7	10	8	8	11	11	8	18	8	15	11	10	8	8	14	12	11	8	18	8	10	9	8	12	1	1	8	16	14	6	8	17	7	8	12	10	11	7	7	7	7	6	11	7	7	10	10	10	10	0	0	10	13	0	17	0	10	14	6	12	8	16	10
class	Main genome;Eukaryota;SAR;Stramenopiles;Eustigmatophyceae;Eustigmatales class incertae sedis	Eustigmatales class incertae sedis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
class	Main genome;Eukaryota;SAR;Stramenopiles;Pelagophyceae phylum incertae sedis;Pelagophyceae	Pelagophyceae	7	5	9	5	9	3	1	5	9	0	6	7	8	0	10	7	1	4	10	7	6	9	7	7	10	8	7	5	2	6	0	9	7	7	8	8	3	4	8	6	10	9	7	2	6	10	8	7	9	7	7	5	2	2	10	1	0	6	7	9	6	3	9	9	7	8	8	10	6	6	5	4	7	8	8	2	7	5	7	5	0	0	7	9	0	9	0	8	7	6	9	2	8	6
class	Main genome;Eukaryota;SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae	Chrysophyceae	12	7	12	7	11	7	6	13	7	0	6	8	5	0	24	12	4	5	18	9	11	12	9	14	8	15	8	12	4	6	0	11	15	13	8	11	15	8	19	12	15	16	12	7	8	18	14	13	14	20	7	7	4	8	15	0	0	8	18	15	8	7	23	15	6	14	10	18	7	9	10	5	7	12	10	5	12	8	13	8	0	0	13	10	0	19	1	15	20	7	17	2	17	8
class	Main genome;Eukaryota;SAR;Stramenopiles;Raphidophyceae phylum incertae sedis;Raphidophyceae	Raphidophyceae	4	3	3	0	0	3	1	3	4	0	4	4	3	0	5	3	2	1	5	3	5	3	4	4	4	4	2	3	2	2	0	3	3	3	5	5	2	3	4	2	4	4	3	2	1	2	3	3	5	7	3	0	1	1	5	0	0	2	4	5	2	3	6	1	1	4	3	7	3	2	3	1	3	4	3	4	5	1	1	2	0	0	3	3	0	5	0	4	5	3	3	1	5	4
class	Main genome;Eukaryota;SAR;Stramenopiles;Dictyochophyceae phylum incertae sedis;Dictyochophyceae	Dictyochophyceae	2	2	2	2	2	2	2	2	2	0	2	2	2	0	3	2	2	2	2	4	2	2	2	2	2	2	2	3	2	2	0	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	3	5	2	2	2	2	2	1	1	3	4	2	2	2	4	2	2	3	2	3	2	2	2	2	2	4	2	2	2	2	3	2	0	0	2	3	0	4	0	2	4	2	2	2	4	2
class	Main genome;Eukaryota;SAR;Stramenopiles;Phaeothamniophyceae phylum incertae sedis;Phaeothamniophyceae	Phaeothamniophyceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	1	1	2	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0
class	Main genome;Eukaryota;SAR;Stramenopiles;Bolidomonas phylum incertae sedis;Bolidomonas class incertae sedis	Bolidomonas class incertae sedis	4	3	4	3	4	4	3	5	3	0	5	4	2	0	8	5	4	4	5	7	4	4	5	7	5	4	5	4	2	4	0	5	5	5	4	4	6	3	7	4	5	7	5	5	5	6	4	6	5	5	5	3	3	3	5	0	0	4	6	5	4	5	6	4	4	4	4	6	5	3	4	2	4	7	3	3	6	3	5	2	0	0	4	6	0	7	0	5	8	3	3	3	5	5
class	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Discosea	Discosea	0	1	1	0	0	0	1	2	3	0	0	2	2	0	11	0	0	1	1	0	2	1	1	1	7	2	1	2	0	0	0	0	2	3	1	3	1	0	5	3	1	4	1	0	0	4	3	2	2	14	0	0	1	0	3	0	0	0	9	2	2	1	13	2	0	3	3	6	1	0	1	1	0	0	4	0	0	0	2	1	0	0	2	5	0	8	0	3	8	0	2	1	16	4
class	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Tubulinea	Tubulinea	2	3	3	1	1	1	0	2	1	0	2	3	3	0	5	3	0	0	6	2	2	5	0	3	1	3	2	2	1	2	0	4	5	2	2	5	4	0	6	2	6	3	2	0	1	5	0	1	5	4	3	0	1	1	6	0	0	2	3	2	0	1	6	2	2	1	1	3	2	2	2	3	1	4	2	0	1	0	4	3	0	0	2	1	0	2	0	3	1	1	6	1	4	0
class	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Protosporangiida;Protosporangiidae	Protosporangiidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
class	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Discosea (Amoebozoa (kingdom));Centramoebida	Centramoebida	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1
class	Main genome;Eukaryota;Hacrobia;Haptophyta (kingdom);Haptophyta;Prymnesiophyceae	Prymnesiophyceae	5	7	7	5	7	4	5	7	5	0	5	7	7	0	9	7	4	5	9	12	7	6	8	7	6	9	10	6	3	8	0	8	7	6	6	6	4	6	8	5	10	6	6	5	10	8	6	7	7	8	7	6	5	7	8	0	0	6	8	6	6	5	8	5	5	7	7	8	8	6	6	4	5	12	5	7	8	4	7	5	0	0	7	7	0	10	0	9	10	5	8	6	9	6
class	Main genome;Eukaryota;Hacrobia;Haptophyta (kingdom);Haptophyta;Pavlovophyceae	Pavlovophyceae	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	2	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
class	Main genome;Eukaryota;Hacrobia;Cryptophyta (kingdom);Cryptophyta;Cryptophyceae	Cryptophyceae	0	0	0	1	1	0	0	1	1	0	1	0	1	0	13	0	0	0	4	0	2	3	0	3	3	3	0	1	1	1	0	0	2	2	1	3	3	0	7	1	3	1	2	0	1	3	0	1	4	8	0	2	0	1	3	0	0	0	10	2	0	1	12	3	1	1	1	4	0	0	1	0	1	1	2	0	2	0	1	1	0	0	1	2	0	10	0	2	6	0	4	1	11	4
class	Main genome;Eukaryota;Hacrobia;Centrohelida;Centrohelea;H1-10	H1-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;Hacrobia;Centrohelida;Centrohelea;H26-1	H26-1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	2	0
class	Main genome;Eukaryota;Hacrobia;Centrohelida;Centrohelea;Acanthocystidae class incertae sedis	Acanthocystidae class incertae sedis	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
